"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3150000","3150000-104-2000-07849","20000118","","03","폐업","02","폐업","20060404","","","","0226078773","264.00","157835","서울특별시 강서구 내발산동 723-9번지 ","","","케이에프씨우장산매장","2010-05-11 16:57:22","I","2018-08-31 23:59:59.0","패스트푸드","185440.48309074     ","449556.077304833    ","패스트푸드","0","0","기타","기타","","","","","","","","","","N","264","","",""
"3150000","3150000-104-2000-08046","20000207","","01","영업/정상","01","영업","","","","","02 6667750","89.09","157220","서울특별시 강서구 방화동 886-0번지 김포공항국제선청사 2층 ","서울특별시 강서구 하늘길 38, 2층 (방화동, 2동)","07505","휴게음식점","2013-12-31 15:40:39","I","2018-08-31 23:59:59.0","공항","182524.823835629    ","451438.25089679     ","공항","0","3","기타","기타","상수도전용","","","","","","","","","N","89.09","","",""
"3150000","3150000-104-2000-08047","20000506","","03","폐업","02","폐업","20060228","","","","02 6685722","59.36","157801","서울특별시 강서구 가양동 184-4번지 ","","","꽃다방","2002-09-10 00:00:00","I","2018-08-31 23:59:59.0","다방","185862.053545265    ","451901.336713969    ","다방","0","1","기타","기타","상수도전용","","","","","","","","","N","59.36","","",""
"3150000","3150000-104-2000-08049","20000407","","03","폐업","02","폐업","20020124","","","","02 6655477","18.76","157240","서울특별시 강서구 공항동 1373-0번지 국제선1청사2층 ","","","만나스넥","2010-08-02 19:38:57","I","2018-08-31 23:59:59.0","공항","182974.850127567    ","450419.684560487    ","공항","0","4","기타","기타","상수도전용","","","","","","","","","N","18.76","","",""
"3150000","3150000-104-2000-08541","20000601","","03","폐업","02","폐업","20001110","","","","0220621007","67.63","157900","서울특별시 강서구 화곡동 829-7번지 ","","","추억다방","2000-11-14 00:00:00","I","2018-08-31 23:59:59.0","다방","187448.600249831    ","447926.219115569    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","67.63","","",""
"3150000","3150000-104-2000-08578","20000623","","03","폐업","02","폐업","20051017","","","","02 6945066","43.20","157280","서울특별시 강서구 내발산동 663-10번지 ","","","하나명과","2000-07-18 00:00:00","I","2018-08-31 23:59:59.0","과자점","185846.310043241    ","450267.932087892    ","과자점","1","1","주택가주변","기타","상수도전용","","","","","","","","","N","43.2","","",""
"3150000","3150000-104-2000-08585","20000621","","03","폐업","02","폐업","20030704","","","","02 6655993","31.06","157811","서울특별시 강서구 공항동 18-21번지 ","","","맥도우도너츠","2000-07-18 00:00:00","I","2018-08-31 23:59:59.0","과자점","183318.559456701    ","451318.16156678     ","과자점","1","1","주택가주변","기타","상수도전용","","","","","","","","","N","31.06","","",""
"3150000","3150000-104-2000-08589","20000223","","03","폐업","02","폐업","20040823","","","","02","238.38","157829","서울특별시 강서구 내발산동 678-8번지 ","","","(주)두산버거킹발산점","2004-01-28 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","185450.080643008    ","450091.514467073    ","패스트푸드","10","11","기타","기타","상수도전용","","","","","","","","","N","238.38","","",""
"3150000","3150000-104-2000-08680","20000411","","03","폐업","02","폐업","20000926","","","","02 6988322","41.04","157916","서울특별시 강서구 화곡동 987-8번지 ","","","정인","2000-09-27 00:00:00","I","2018-08-31 23:59:59.0","다방","186483.211223514    ","449799.646118746    ","다방","1","1","기타","기타","상수도전용","","","","","","","","","N","41.04","","",""
"3150000","3150000-104-2000-08738","20000927","","03","폐업","02","폐업","20060612","","","","02 6904355","81.50","157882","서울특별시 강서구 화곡동 354-65번지 ","","","용우동화곡점","2004-04-08 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","185720.120822482    ","447860.383161792    ","일반조리판매","0","0","기타","기타","상수도전용","","","","","","","","","N","81.5","","",""
"3150000","3150000-104-2000-08743","20000906","","03","폐업","02","폐업","20010205","","","","02 6999538","96.90","157883","서울특별시 강서구 화곡동 358-4번지 ","","","쏠티커피숍","2001-02-06 00:00:00","I","2018-08-31 23:59:59.0","다방","185653.737928933    ","447747.678099783    ","다방","0","2","주택가주변","기타","","","","","","","","","","N","96.9","","",""
"3150000","3150000-104-2000-08749","20001019","","03","폐업","02","폐업","20111012","","","","02 6926006","324.53","157909","서울특별시 강서구 화곡동 898-1번지 ","","","롯데리아화곡사거리점","2011-10-12 10:18:22","I","2018-08-31 23:59:59.0","패스트푸드","186424.391650186    ","447580.544751681    ","패스트푸드","12","16","기타","기타","","","","","","","","","","N","324.53","","",""
"3150000","3150000-104-2000-08755","20000328","","03","폐업","02","폐업","20060504","","","","02 6903741","22.44","157886","서울특별시 강서구 화곡동 391-57번지 ","","","은하수","2000-12-14 00:00:00","I","2018-08-31 23:59:59.0","다방","186668.915184379    ","447636.651261958    ","다방","0","0","기타","기타","상수도전용","","","","","","","","","N","22.44","","",""
"3150000","3150000-104-2000-08758","20000328","","03","폐업","02","폐업","20001127","","","","0226439401","20.00","157903","서울특별시 강서구 화곡동 840-18번지 ","","","강나루","2000-12-02 00:00:00","I","2018-08-31 23:59:59.0","다방","187450.022157868    ","447720.537677917    ","다방","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","20","","",""
"3150000","3150000-104-2000-08780","20000317","","03","폐업","02","폐업","20020413","","","","02 6950252","28.00","157891","서울특별시 강서구 화곡동 425-8번지 ","","","피자메일","2000-12-11 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","185992.005616866    ","447589.164888726    ","패스트푸드","1","1","주택가주변","기타","상수도전용","","","","","","","","","N","28","","",""
"3150000","3150000-104-2000-08799","20000707","","03","폐업","02","폐업","20010404","","","","02 6688118","61.50","157030","서울특별시 강서구 등촌동 14-7번지 한성자동차2-306 ","","","모토존","2001-04-09 00:00:00","I","2018-08-31 23:59:59.0","다방","186501.110937132    ","451334.591084256    ","다방","1","2","기타","기타","상수도전용","","","","","","","","","N","61.5","","",""
"3150000","3150000-104-2000-08821","20000712","","03","폐업","02","폐업","20001226","","","","0236626552","63.42","157930","서울특별시 강서구 등촌동 680-2번지 ","","","좋은친구들","2002-07-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","185791.395611383    ","451169.360322824    ","과자점","0","2","아파트지역","기타","","","","","","","","","","N","63.42","","",""
"3150000","3150000-104-2000-08829","20000421","","03","폐업","02","폐업","20010430","","","","0226018121","83.00","157918","서울특별시 강서구 화곡동 1006-5번지 ","","","불꽃다방","2001-05-03 00:00:00","I","2018-08-31 23:59:59.0","다방","185407.250126838    ","449492.392324856    ","다방","0","0","기타","기타","","","","","","","","","","N","83","","",""
"3150000","3150000-104-2000-08845","20000323","","03","폐업","02","폐업","20160624","","","","0226658877","59.64","157847","서울특별시 강서구 방화동 567-15번지 (지상 2층) ","서울특별시 강서구 양천로16길 19, 2층 (방화동, 1동)","07603","뮤렝커피숍","2016-06-22 15:35:31","I","2018-08-31 23:59:59.0","커피숍","183259.20286642     ","452266.87705607     ","커피숍","0","1","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","59.64","","",""
"3150000","3150000-104-2000-08870","20000628","","03","폐업","02","폐업","20010706","","","","02","45.30","157851","서울특별시 강서구 방화동 606-73번지 ","","","우리","2001-07-09 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","183350.195409431    ","451570.646621596    ","일반조리판매","0","2","기타","기타","상수도전용","","","","","","","","","N","45.3","","",""
"3150000","3150000-104-2000-08871","20000712","","03","폐업","02","폐업","20031203","","","","02 6666654","38.15","157850","서울특별시 강서구 방화동 547-12번지 ","","","피자예요","2001-01-30 00:00:00","I","2018-08-31 23:59:59.0","과자점","183040.398379378    ","451953.848488109    ","과자점","1","1","기타","기타","상수도전용","","","","","","","","","N","38.15","","",""
"3150000","3150000-104-2000-08914","20000302","","03","폐업","02","폐업","20080417","","","","02","49.59","157804","서울특별시 강서구 가양동 449-19번지 ","","","베스킨라빈스","2001-04-18 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","187761.194273879    ","450640.214509068    ","패스트푸드","0","2","기타","기타","상수도전용","","","","","","","","","N","49.59","","",""
"3150000","3150000-104-2000-08919","20000302","","03","폐업","02","폐업","20071217","","","","02","73.13","157804","서울특별시 강서구 가양동 449-19번지 ","","","(주)신맥한국맬도날드가양이마트점","2007-12-18 14:55:46","I","2018-08-31 23:59:59.0","패스트푸드","187761.194273879    ","450640.214509068    ","패스트푸드","0","0","기타","기타","상수도전용","","","","","","","","","N","73.13","","",""
"3150000","3150000-104-2000-08928","20000708","","03","폐업","02","폐업","20091103","","","","02","31.27","157813","서울특별시 강서구 공항동 150번지 국내청사2층 ","","","종로복떡방","2009-11-03 13:04:04","I","2018-08-31 23:59:59.0","공항","182914.598086861    ","450966.559529824    ","공항","1","1","기타","기타","상수도전용","","","","","","","","","N","31.27","","",""
"3150000","3150000-104-2000-08983","20000212","","03","폐업","02","폐업","20011127","","","","02","53.76","157834","서울특별시 강서구 내발산동 654-4번지 ","","","성원다방","2001-11-28 00:00:00","I","2018-08-31 23:59:59.0","과자점","185565.262088426    ","450533.278390378    ","과자점","0","1","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","53.76","","",""
"3150000","3150000-104-2000-09022","20000929","","03","폐업","02","폐업","20010323","","","","02","339.49","157811","서울특별시 강서구 공항동 18-5번지 ","","","창고","2001-04-26 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","183282.035334219    ","451326.263791811    ","일반조리판매","2","2","유흥업소밀집지역","기타","","","","","","","","","","N","339.49","","",""
"3150000","3150000-104-2000-09023","20001019","","03","폐업","02","폐업","20180731","","","","0236659346","62.40","157800","서울특별시 강서구 가양동 18-24번지 가양홈플러스 지하2층 ","서울특별시 강서구 양천로 431, 가양홈플러스 지하2층 (가양동, 1동)","07527","케이에프씨홈플러스매장","2018-07-31 13:40:59","I","2018-08-31 23:59:59.0","패스트푸드","186687.131804431    ","451342.773451086    ","패스트푸드","2","4","아파트지역","기타","상수도전용","","","","","","","","","N","62.4","","",""
"3150000","3150000-104-2000-09024","20001214","","03","폐업","02","폐업","20010723","","","","0226489911","88.55","157897","서울특별시 강서구 화곡동 780-1번지 ","","","맨발의청춘","2010-06-11 15:52:31","I","2018-08-31 23:59:59.0","일반조리판매","187816.772300511    ","447730.352539471    ","일반조리판매","1","1","기타","기타","상수도전용","","","","","","","","","N","88.55","","",""
"3150000","3150000-104-2000-09025","20000610","","03","폐업","02","폐업","20010913","","","","02","68.24","157916","서울특별시 강서구 화곡동 1096-12번지 ","","","무궁화앤드사쿠라","2001-09-13 00:00:00","I","2018-08-31 23:59:59.0","다방","186740.186008297    ","450271.133178568    ","다방","0","0","주택가주변","기타","","","","","","","","","","N","68.24","","",""
"3150000","3150000-104-2000-09047","20001007","","03","폐업","02","폐업","20020103","","","","","","157853","서울특별시 강서구 방화동 612-8번지 ","","","엔젤브레드","2002-01-04 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","","","","","","","","","","","","","","N","0","","",""
"3150000","3150000-104-2000-09048","20000117","","03","폐업","02","폐업","20010210","","","","0236650101","13.60","157930","서울특별시 강서구 등촌동 678-14번지 ","","","달콤한집","2002-01-21 00:00:00","I","2018-08-31 23:59:59.0","과자점","185732.424363656    ","450884.528795882    ","과자점","0","0","","","상수도전용","","","","","","","","","N","13.6","","",""
"3150000","3150000-104-2000-09049","20000117","","03","폐업","02","폐업","20120320","","","","0236650101","47.50","157930","서울특별시 강서구 등촌동 678-14번지 ","","","미정","2012-03-12 16:00:10","I","2018-08-31 23:59:59.0","다방","185732.424363656    ","450884.528795882    ","다방","0","0","","","상수도전용","","","","","","","","","N","47.5","","",""
"3150000","3150000-104-2000-09050","20001027","","03","폐업","02","폐업","20041206","","","","02 6981377","41.16","157917","서울특별시 강서구 화곡동 1005-4번지 ","","","우리들세상","2013-12-31 16:04:29","I","2018-08-31 23:59:59.0","일반조리판매","","","일반조리판매","0","1","아파트지역","","상수도전용","","","","","","","","","N","41.16","","",""
"3150000","3150000-104-2000-09051","20001214","","03","폐업","02","폐업","20050328","","","","02 6953395","71.79","157924","서울특별시 강서구 화곡동 1065-1번지 ","","","뚜레쥬르화곡역점","2004-07-06 00:00:00","I","2018-08-31 23:59:59.0","과자점","185657.465512704    ","448805.55684262     ","과자점","2","1","주택가주변","","상수도전용","","","","","","","","","N","71.79","","",""
"3150000","3150000-104-2000-09052","20001221","","03","폐업","02","폐업","20020228","","","","02 6638266","49.50","157856","서울특별시 강서구 방화동 814번지 방화5단지(아) 상가1동 107,108호","","","맘스터치방화점","2002-01-28 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","183169.082562086    ","452783.158197133    ","패스트푸드","1","1","아파트지역","","상수도전용","","","","","","","","","N","49.5","","",""
"3150000","3150000-104-2000-09055","20000919","","03","폐업","02","폐업","20050414","","","","0226670257","123.00","157856","서울특별시 강서구 방화동 801번지 ","","","커피숍라운지","2002-02-01 00:00:00","I","2018-08-31 23:59:59.0","다방","183112.485298834    ","453018.037256925    ","다방","0","0","아파트지역","자율","상수도전용","","","","","","","","","N","123","","",""
"3150000","3150000-104-2000-09056","20000712","","03","폐업","02","폐업","20060504","","","","02 6926506","88.00","157909","서울특별시 강서구 화곡동 903-4번지 ","","","약속","2002-02-01 00:00:00","I","2018-08-31 23:59:59.0","다방","186477.548977741    ","447457.338420055    ","다방","0","0","유흥업소밀집지역","","상수도전용","","","","","","","","","N","88","","",""
"3150000","3150000-104-2000-09057","20000426","","01","영업/정상","01","영업","","","","","02 6910663","","157910","서울특별시 강서구 화곡동 923-3번지 ","서울특별시 강서구 강서로7길 116 (화곡동)","07775","오렌지","2002-02-01 00:00:00","I","2018-08-31 23:59:59.0","편의점","185906.805955035    ","447437.768925792    ","편의점","","","","","","","","","","","","","","N","0","","",""
"3150000","3150000-104-2000-09058","20000114","","03","폐업","02","폐업","20041129","","","","","144.00","157930","서울특별시 강서구 등촌동 678-14번지 ","","","신라명과쉬아브그랜드마트강서점","2002-02-01 00:00:00","I","2018-08-31 23:59:59.0","과자점","185732.424363656    ","450884.528795882    ","과자점","0","0","","","","","","","","","","","","N","144","","",""
"3150000","3150000-104-2000-09059","20000223","","03","폐업","02","폐업","20021104","","","","0221011234","51.75","157804","서울특별시 강서구 가양동 449-19번지 ","","","(주)신세계백화점E마트가양점 뽀뽀","2002-02-01 00:00:00","I","2018-08-31 23:59:59.0","과자점","187761.194273879    ","450640.214509068    ","과자점","0","0","","","","","","","","","","","","N","51.75","","",""
"3150000","3150000-104-2000-09060","20000515","","03","폐업","02","폐업","20031215","","","","","29.16","157822","서울특별시 강서구 과해동 274번지 ","","","대한항공사우회스낵코너","2003-12-03 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","0","0","","","","","","","","","","","","N","29.16","","",""
"3150000","3150000-104-2000-09061","20000524","","03","폐업","02","폐업","20110715","","","","0226055007","26.40","157910","서울특별시 강서구 화곡동 937-18번지 (지상 1층) ","","","토마토다방","2011-08-05 14:48:22","I","2018-08-31 23:59:59.0","다방","185705.83665687     ","447493.79216076     ","다방","","","","","","","","","","","","","","N","26.4","","",""
"3150000","3150000-104-2000-09062","20000712","","03","폐업","02","폐업","20081103","","","","02 6661663","176.15","157851","서울특별시 강서구 방화동 598-163번지 ","","","아지트","2002-02-01 00:00:00","I","2018-08-31 23:59:59.0","기타 휴게음식점","183371.245085015    ","451664.381990469    ","기타 휴게음식점","2","2","","","상수도전용","","","","","","","","","N","176.15","","",""
"3150000","3150000-104-2000-09063","20000817","","03","폐업","02","폐업","20000823","","","","","28.20","157906","서울특별시 강서구 화곡동 877-10번지 ","","","애드","2002-02-01 00:00:00","I","2018-08-31 23:59:59.0","과자점","186721.687552353    ","447613.662022373    ","과자점","0","0","","","","","","","","","","","","N","28.2","","",""
"3150000","3150000-104-2000-09064","20000824","","03","폐업","02","폐업","20010219","","","","","28.12","157880","서울특별시 강서구 화곡동 342-49번지 ","","","가던길","2002-02-01 00:00:00","I","2018-08-31 23:59:59.0","과자점","186550.874723289    ","447631.684823561    ","과자점","0","0","","","","","","","","","","","","N","28.12","","",""
"3150000","3150000-104-2000-09065","20000831","","03","폐업","02","폐업","20140807","","","","0232848111","9.00","157930","서울특별시 강서구 등촌동 668-8번지 (지상 1층) ","서울특별시 강서구 공항대로 329, 1층 (등촌동, 3동)","07591","세븐일레븐(등촌3호)","2014-04-24 09:04:10","I","2018-08-31 23:59:59.0","편의점","186197.010806686    ","450682.432049807    ","편의점","0","0","","","","","","","","","","","","N","9","","",""
"3150000","3150000-104-2000-09066","20001113","","03","폐업","02","폐업","20010514","","","","02 6668786","23.56","157846","서울특별시 강서구 방화동 197-10번지 ","","","다그메어","2002-02-01 00:00:00","I","2018-08-31 23:59:59.0","과자점","184259.356936435    ","452063.001482827    ","과자점","1","1","","","상수도전용","","","","","","","","","N","23.56","","",""
"3150000","3150000-104-2000-09068","20000117","","03","폐업","02","폐업","20041118","","","","","","157930","서울특별시 강서구 등촌동 678-14번지 ","","","명가김밥","2004-08-13 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","185732.424363656    ","450884.528795882    ","일반조리판매","","","","","","","","","","","","","","N","0","","",""
"3150000","3150000-104-2000-09069","20000302","","03","폐업","02","폐업","20220926","","","","0221011053","113.59","157804","서울특별시 강서구 가양동 449-19 가양이마트 (지상 1층) 매장동","서울특별시 강서구 양천로 559, 매장동 1층 (가양동, 3동 가양이마트)","07532","(주)이마트가양점","2022-09-26 14:53:20","U","2021-12-08 22:08:00.0","일반조리판매","187761.194273879","450640.214509068","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-104-2000-09070","20000302","","03","폐업","02","폐업","20071217","","","","","73.13","157804","서울특별시 강서구 가양동 449-19번지 ","","","한국맥도날드 이마트점","2007-01-24 00:00:00","I","2018-08-31 23:59:59.0","편의점","187761.194273879    ","450640.214509068    ","편의점","0","6","주택가주변","","상수도전용","","","","","","","","","N","73.13","","",""
"3150000","3150000-104-2000-09071","20000316","","03","폐업","02","폐업","20040202","","","","02 6992140","42.76","157884","서울특별시 강서구 화곡동 362-83번지 ","","","몽마제과점","2002-07-03 00:00:00","I","2018-08-31 23:59:59.0","과자점","185646.482642932    ","448030.650555066    ","과자점","2","2","기타","","상수도전용","","","","","","","","","N","42.76","","",""
"3150000","3150000-104-2000-09073","20000524","","03","폐업","02","폐업","20040128","","","","02 6907661","","157870","서울특별시 강서구 화곡동 84-1번지 ","","","미니스톱화곡점","2002-07-04 00:00:00","I","2018-08-31 23:59:59.0","편의점","186154.188703897    ","449418.034546971    ","편의점","","","","","","","","","","","","","","N","0","","",""
"3150000","3150000-104-2000-09075","20000831","","03","폐업","02","폐업","20040119","","","","","","157807","서울특별시 강서구 가양동 1480-8번지 ","","","롯데리아가양점","2003-02-06 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","186875.994185225    ","451205.835118675    ","패스트푸드","","","","","","","","","","","","","","N","0","","",""
"3150000","3150000-104-2000-09076","20001018","","03","폐업","02","폐업","20040330","","","","","","157800","서울특별시 강서구 가양동 18-24번지 까르푸1층 ","","","(주)롯데리아까르푸가양점","2004-02-16 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","186687.131804431    ","451342.773451086    ","패스트푸드","","","","","","","","","","","","","","N","0","","",""
"3150000","3150000-104-2000-09077","20000622","","03","폐업","02","폐업","20030627","","","","","","157895","서울특별시 강서구 화곡동 53-14번지 ","","","대도닭상회","2003-06-27 00:00:00","I","2018-08-31 23:59:59.0","기타 휴게음식점","186440.967506771    ","448937.679534871    ","기타 휴게음식점","","","","","","","","","","","","","","N","0","","",""
"3150000","3150000-104-2000-09078","20001019","","03","폐업","02","폐업","20060911","","","","","","157800","서울특별시 강서구 가양동 18-24번지 ","","","베스킨라빈스가양까르푸점","2006-09-11 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","186687.131804431    ","451342.773451086    ","패스트푸드","","","","","","","","","","","","","","N","0","","",""
"3150000","3150000-104-2000-09079","20000522","","03","폐업","02","폐업","20010621","","","","02 6596277","16.70","157930","서울특별시 강서구 등촌동 698-1번지 세신 131호 ","","","나뚜르등촌점","2006-10-16 00:00:00","I","2018-08-31 23:59:59.0","과자점","186378.231818091    ","450937.877207072    ","과자점","1","1","아파트지역","자율","상수도전용","","","","","","","","","N","16.7","","",""
"3150000","3150000-104-2000-09081","20000117","","03","폐업","02","폐업","20120131","","","","0236650101","9.90","157930","서울특별시 강서구 등촌동 678-14번지 (지하 1층) ","","","돈가네덮밥","2010-04-02 16:45:33","I","2018-08-31 23:59:59.0","일반조리판매","185732.424363656    ","450884.528795882    ","일반조리판매","","","","","","","","","","","","","","N","9.9","","",""
"3150000","3150000-104-2001-08909","20010219","","03","폐업","02","폐업","20010714","","","","0226002025","6.60","157927","서울특별시 강서구 화곡동 1095-0번지 그랜드마트2층 ","","","종로복떡방","2001-07-19 00:00:00","I","2018-08-31 23:59:59.0","백화점","186786.622461585    ","450297.70265223     ","백화점","","1","기타","기타","","","","","","","","","","N","6.6","","",""
"3150000","3150000-104-2001-08911","20010214","","03","폐업","02","폐업","20040510","","","","02 6944595","6.60","157927","서울특별시 강서구 화곡동 1095-0번지 ","","","양지식품","2002-06-05 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","186786.622461585    ","450297.70265223     ","일반조리판매","","1","기타","기타","","","","","","","","","","N","6.6","","",""
"3150000","3150000-104-2001-08952","20010130","","03","폐업","02","폐업","20080415","","","","02","7.32","157881","서울특별시 강서구 화곡동 348-43번지 (지상 1층) ","","","후레쉬마트","2009-11-02 21:26:47","I","2018-08-31 23:59:59.0","편의점","186158.494325386    ","447826.211920747    ","편의점","","1","주택가주변","기타","상수도전용","","","","","","","","","N","7.32","","",""
"3150000","3150000-104-2001-09001","20010120","","03","폐업","02","폐업","20020913","","","","02 6636928","25.16","157850","서울특별시 강서구 방화동 562-26번지 ","","","빵굽는집","2001-04-25 00:00:00","I","2018-08-31 23:59:59.0","과자점","183198.183706614    ","452327.589890146    ","과자점","2","","기타","기타","상수도전용","","","","","","","","","N","25.16","","",""
"3150000","3150000-104-2001-09003","20010210","","03","폐업","02","폐업","20020619","","","","0236650101","13.40","157930","서울특별시 강서구 등촌동 678-14번지 ","","","그랜드백화점(주)마트강서점","2010-07-07 14:27:37","I","2018-08-31 23:59:59.0","백화점","185732.424363656    ","450884.528795882    ","백화점","","1","아파트지역","기타","상수도전용","","","","","","","","","N","13.4","","",""
"3150000","3150000-104-2001-09047","20010320","","03","폐업","02","폐업","20020214","","","","02","38.28","157846","서울특별시 강서구 방화동 187-14번지 ","","","만나피자","2001-04-27 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","184108.62086856     ","452065.809487578    ","일반조리판매","1","1","기타","기타","상수도전용","","","","","","","","","N","38.28","","",""
"3150000","3150000-104-2001-09090","20010615","","03","폐업","02","폐업","20020430","","","","02 6684610","48.19","157838","서울특별시 강서구 등촌동 628-22번지 5,9,25 신영보빌딩 1층 ","","","명피자","2001-07-31 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","187108.03771701     ","450847.848152789    ","패스트푸드","4","1","기타","기타","상수도전용","","","","","","","","","N","48.19","","",""
"3150000","3150000-104-2001-09093","20011015","","03","폐업","02","폐업","20050601","","","","02 6978218","","157928","서울특별시 강서구 화곡동 1114-10번지 ","","","명동분식","2017-02-20 14:27:57","I","2018-08-31 23:59:59.0","일반조리판매","186986.356842702    ","450140.194747381    ","일반조리판매","0","0","","","","","0","0","0","0","","0","0","N","0","","",""
"3150000","3150000-104-2001-09094","20011016","","03","폐업","02","폐업","20080220","","","","02 6988586","24.60","157904","서울특별시 강서구 화곡동 875-8번지 ","","","칼국수와김밥","2001-10-16 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","186939.132788668    ","447600.7640498      ","일반조리판매","1","1","","","","","","","","","","","","N","24.6","","",""
"3150000","3150000-104-2001-09095","20011020","","03","폐업","02","폐업","20070130","","","","02 6997896","188.00","157927","서울특별시 강서구 화곡동 1095번지 ","","","(주)신맥한국맥도날드화곡그랜드마트점","2006-09-18 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","186786.622461585    ","450297.70265223     ","패스트푸드","0","0","","","상수도전용","","","","","","","","","N","188","","",""
"3150000","3150000-104-2001-09097","20011025","","01","영업/정상","01","영업","","","","","0226666814","306.00","157240","서울특별시 강서구 공항동 1373-0 국내선청사 (지상 1층) ","서울특별시 강서구 하늘길 112, 1층 (공항동, 국내선청사)","07505","롯데리아 신김포공항점","2021-08-19 19:36:43","U","2021-08-21 02:40:00.0","패스트푸드","182974.850127567    ","450419.684560487    ","패스트푸드","0","0","","","상수도전용","","","","","","","","","N","306","","",""
"3150000","3150000-104-2001-09098","20011025","","03","폐업","02","폐업","20121112","","","","02 7588027","90.00","157240","서울특별시 강서구 공항동 1373-0번지 지상3층(김포공항2호점) ","","","스타벅스김포공항2호점","2011-09-06 11:03:12","I","2018-08-31 23:59:59.0","커피숍","182974.850127567    ","450419.684560487    ","커피숍","0","0","","","","","","","","","","","","N","90","","",""
"3150000","3150000-104-2001-09099","20011025","","03","폐업","02","폐업","20121112","","","","02 7588026","244.35","157240","서울특별시 강서구 공항동 1373-0번지 지상1층 ","","","스타벅스김포공항1호점","2011-09-06 10:59:42","I","2018-08-31 23:59:59.0","커피숍","182974.850127567    ","450419.684560487    ","커피숍","0","0","","","","","0","0","0","0","","0","0","N","244.35","","",""
"3150000","3150000-104-2001-09100","20011026","","03","폐업","02","폐업","20020708","","","","","252.25","157813","서울특별시 강서구 공항동 150번지 ","","","(주)두산버거킹 김포공항점","2001-10-26 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","182914.598086861    ","450966.559529824    ","패스트푸드","2","10","기타","자율","상수도전용","","","","","","","","","N","252.25","","",""
"3150000","3150000-104-2001-09101","20011026","","03","폐업","02","폐업","20080117","","","","","341.89","157813","서울특별시 강서구 공항동 150번지 국내선2층 ","","","에렉스에프앤비(주)디에프에스(DFS)스낵","2007-05-29 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","182914.598086861    ","450966.559529824    ","패스트푸드","0","0","","","","","","","","","","","","N","341.89","","",""
"3150000","3150000-104-2001-09102","20011026","","03","폐업","02","폐업","20161128","","","","0226614608","37.92","157240","서울특별시 강서구 공항동 1373-0번지 신국내선청사 (지상 2층) ","서울특별시 강서구 하늘길 112, 2층 (공항동, 신국내선청사)","07505","비알코리아(주)던킨도너츠김포공항점","2016-01-06 13:31:42","I","2018-08-31 23:59:59.0","패스트푸드","182974.850127567    ","450419.684560487    ","패스트푸드","0","0","","","","","","","","","","","","N","37.92","","",""
"3150000","3150000-104-2001-09104","20011029","","03","폐업","02","폐업","20040220","","","","02 6768529","47.04","157857","서울특별시 강서구 방화동 829-2번지 ","","","써브웨이","2001-10-29 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","183307.197874057    ","452726.015586166    ","패스트푸드","1","2","아파트지역","자율","상수도전용","","","","","","","","","N","47.04","","",""
"3150000","3150000-104-2001-09105","20011029","","03","폐업","02","폐업","20021126","","","","02 8474582","","157884","서울특별시 강서구 화곡동 373-15번지 ","","","이드프랑제과점","2001-10-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","185538.900351722    ","448023.692714519    ","과자점","","","","","","","","","","","","","","N","0","","",""
